Iteration	Posterior	Likelihood	Tree Prior	Pi[0]	Pi[1]	Pi[2]	Pi[3]	AC	AG	AT	CG	CT	GT
117040	-4936.815907	-4795.028396	-141.907895	0.205650	0.269441	0.358257	0.166651	0.109579	0.397280	1.553457	0.028887	0.003260	0.285982
117050	-4939.062174	-4796.646511	-142.599074	0.207612	0.252853	0.378815	0.160721	0.109579	0.397280	1.553457	0.016282	0.003260	0.285982
117060	-4939.784544	-4797.645416	-142.741167	0.207612	0.252853	0.378815	0.160721	0.109579	0.315825	1.553457	0.011300	0.005028	0.286925
117070	-4940.522240	-4797.645729	-142.729908	0.227628	0.239677	0.375479	0.157216	0.109579	0.315825	1.703186	0.011300	0.005028	0.286925
117080	-4936.277403	-4796.353341	-142.733408	0.221709	0.229345	0.368382	0.180565	0.109579	0.315825	1.193087	0.010495	0.005028	0.206639
117090	-4936.150972	-4795.328529	-143.602679	0.221709	0.229345	0.368382	0.180565	0.109579	0.315825	1.193087	0.014853	0.005028	0.208103
117100	-4937.759159	-4795.285567	-145.253828	0.213969	0.230738	0.368525	0.186767	0.109579	0.315825	1.193087	0.014853	0.005028	0.208103
117110	-4939.764874	-4797.363165	-145.243527	0.213969	0.230738	0.368525	0.186767	0.109579	0.315825	1.193087	0.024293	0.005028	0.186347
117120	-4938.102969	-4795.183641	-145.775358	0.226543	0.238822	0.346312	0.188323	0.109579	0.315825	1.193087	0.024293	0.002185	0.186347
117130	-4939.384435	-4795.614404	-146.626061	0.227592	0.252307	0.350710	0.169391	0.109579	0.315825	1.193087	0.024293	0.002185	0.186347
117140	-4946.913368	-4801.500006	-148.067717	0.224198	0.271551	0.331019	0.173232	0.070274	0.315825	1.193087	0.024293	0.002185	0.265987
117150	-4946.967962	-4801.375730	-148.246587	0.224198	0.271551	0.331019	0.173232	0.070274	0.315825	1.193087	0.024293	0.002185	0.265987
117160	-4947.018112	-4801.426471	-148.245996	0.224198	0.271551	0.331019	0.173232	0.070274	0.315825	1.193087	0.024293	0.002185	0.265987
117170	-4945.887576	-4801.548304	-147.596005	0.224198	0.271551	0.331019	0.173232	0.063017	0.202606	1.193087	0.024293	0.002185	0.265987
117180	-4943.850354	-4800.002646	-147.109792	0.229876	0.250722	0.361971	0.157431	0.063017	0.202606	1.193087	0.024494	0.000913	0.265987
117190	-4943.636325	-4800.087012	-146.843076	0.224462	0.257229	0.368210	0.150098	0.063017	0.202606	1.193087	0.024494	0.000913	0.259651
117200	-4946.766934	-4803.631781	-146.874510	0.231801	0.219441	0.360903	0.187855	0.063017	0.202606	1.193087	0.024494	0.000913	0.170532
117210	-4940.553515	-4801.036609	-145.891492	0.231801	0.219441	0.360903	0.187855	0.063017	0.202606	0.692642	0.024494	0.000913	0.143931
117220	-4941.357419	-4801.264476	-146.513097	0.241578	0.250951	0.338118	0.169353	0.063017	0.202606	0.692642	0.015381	0.000913	0.143931
117230	-4943.883544	-4803.789364	-146.514333	0.257225	0.222244	0.329893	0.190638	0.063017	0.202606	0.692642	0.015381	0.000913	0.143931
117240	-4940.205297	-4800.295136	-146.282738	0.243135	0.256796	0.340390	0.159679	0.063017	0.202606	0.692642	0.015381	0.002218	0.152142
117250	-4938.149419	-4794.516623	-148.610809	0.220383	0.258175	0.342991	0.178451	0.063017	0.202606	0.972344	0.015381	0.001428	0.152142
117260	-4936.925809	-4794.186797	-147.712171	0.220383	0.258175	0.342991	0.178451	0.063017	0.202606	0.972344	0.016351	0.001428	0.152142
117270	-4937.578830	-4794.512707	-148.075912	0.236381	0.237691	0.359566	0.166362	0.063017	0.202606	0.972344	0.022339	0.001428	0.138829
117280	-4938.660209	-4795.888556	-147.781442	0.236381	0.237691	0.359566	0.166362	0.063017	0.202606	0.972344	0.022339	0.001428	0.138829
117290	-4937.998166	-4798.832444	-144.175512	0.229226	0.223934	0.358792	0.188048	0.063017	0.202606	0.972344	0.022339	0.001428	0.138829
117300	-4940.089464	-4802.778566	-142.314982	0.229226	0.223934	0.358792	0.188048	0.063017	0.202606	0.972344	0.022339	0.002570	0.138829
117310	-4941.035185	-4803.703450	-142.313812	0.229226	0.223934	0.358792	0.188048	0.063017	0.202606	0.972344	0.022476	0.006834	0.138829
117320	-4940.846843	-4803.523718	-142.301207	0.215926	0.238441	0.343572	0.202062	0.063017	0.196943	0.972344	0.022476	0.006834	0.145291
117330	-4945.796672	-4806.944642	-143.810294	0.215926	0.238441	0.343572	0.202062	0.063017	0.196943	0.972344	0.022476	0.010797	0.145291
117340	-4946.550028	-4807.691900	-143.167228	0.235776	0.235313	0.340554	0.188357	0.063017	0.302052	0.972344	0.022476	0.010797	0.170015
117350	-4947.778097	-4808.262332	-143.824865	0.235776	0.235313	0.340554	0.188357	0.063017	0.302052	0.972344	0.022476	0.010797	0.170015
117360	-4945.160209	-4806.674670	-142.823716	0.211656	0.260041	0.350385	0.177918	0.063017	0.302052	0.972344	0.022476	0.004982	0.170015
117370	-4946.339733	-4808.690581	-141.987329	0.217320	0.247791	0.336433	0.198456	0.063017	0.302052	0.972344	0.022476	0.004982	0.170015
117380	-4946.786712	-4810.189356	-140.933523	0.219531	0.238907	0.340681	0.200881	0.063017	0.302052	0.972344	0.022878	0.004982	0.170015
117390	-4945.672331	-4809.076651	-140.928020	0.219531	0.238907	0.340681	0.200881	0.063017	0.302052	0.972344	0.025939	0.002686	0.170015
117400	-4946.493313	-4809.080221	-141.458881	0.213276	0.259850	0.344107	0.182767	0.090026	0.302052	0.972344	0.022812	0.002686	0.203444
117410	-4944.102348	-4809.782553	-138.885206	0.214392	0.239401	0.347957	0.198250	0.067310	0.228339	0.972344	0.016506	0.001497	0.203444
117420	-4947.910825	-4812.430150	-140.366179	0.213660	0.253112	0.377595	0.155633	0.067310	0.164084	0.972344	0.016506	0.001732	0.203444
117430	-4947.574607	-4811.667870	-140.944218	0.213660	0.253112	0.377595	0.155633	0.052262	0.164084	0.972344	0.016506	0.003969	0.185860
117440	-4947.020090	-4809.711034	-142.346537	0.207706	0.262240	0.361753	0.168300	0.052262	0.164084	0.972344	0.016506	0.003969	0.185860
117450	-4948.932648	-4809.254608	-144.698759	0.207706	0.262240	0.361753	0.168300	0.052262	0.164084	0.972344	0.016506	0.007322	0.185860
117460	-4944.412710	-4804.952019	-144.517381	0.209156	0.243140	0.384554	0.163150	0.052262	0.164084	0.972344	0.016506	0.007322	0.178666
117470	-4940.347956	-4801.798746	-143.992907	0.209156	0.243140	0.384554	0.163150	0.052262	0.146246	0.913952	0.016506	0.006150	0.178666
117480	-4942.091190	-4802.086012	-145.448875	0.220714	0.224690	0.382498	0.172098	0.052262	0.146246	0.913952	0.016506	0.006150	0.178666
117490	-4940.878416	-4800.225609	-146.081073	0.212482	0.236543	0.389429	0.161546	0.052262	0.146246	0.913952	0.019378	0.006364	0.178666
117500	-4943.878734	-4804.247191	-145.059810	0.243022	0.231498	0.367189	0.158291	0.052262	0.146246	0.913952	0.019378	0.006364	0.178666
117510	-4945.908841	-4806.938619	-144.307953	0.234485	0.219978	0.353255	0.192282	0.054201	0.146246	0.913952	0.019378	0.006364	0.194833
117520	-4948.028785	-4809.163143	-144.477069	0.234485	0.219978	0.353255	0.192282	0.054201	0.146246	0.913952	0.019378	0.007459	0.139000
117530	-4947.770648	-4808.788847	-144.490777	0.226916	0.240713	0.344163	0.188208	0.066914	0.146246	0.913952	0.019378	0.015236	0.139000
117540	-4948.342930	-4808.176525	-146.062884	0.226916	0.240713	0.344163	0.188208	0.066914	0.165088	0.817609	0.019378	0.015236	0.139000
117550	-4945.974493	-4806.296251	-145.574721	0.226916	0.240713	0.344163	0.188208	0.066914	0.165088	0.817609	0.019378	0.015236	0.139000
117560	-4950.749727	-4811.071486	-145.574721	0.241088	0.231722	0.338741	0.188448	0.066914	0.165088	0.817609	0.019378	0.015236	0.139000
117570	-4947.056648	-4805.042942	-147.910186	0.241088	0.231722	0.338741	0.188448	0.066914	0.165088	0.817609	0.019378	0.015236	0.139000
117580	-4951.435402	-4808.980261	-148.351621	0.218777	0.223877	0.342824	0.214522	0.066914	0.165088	0.817609	0.019378	0.015236	0.139000
117590	-4944.590277	-4802.381532	-148.094857	0.227810	0.220822	0.361759	0.189610	0.066914	0.165088	0.817609	0.021452	0.015236	0.139000
117600	-4944.793269	-4802.104380	-148.575000	0.227810	0.220822	0.361759	0.189610	0.066914	0.165088	0.817609	0.021452	0.015236	0.139000
117610	-4952.562034	-4809.298202	-149.259309	0.246355	0.229144	0.347976	0.176524	0.045041	0.165088	0.817609	0.021452	0.015236	0.139000
117620	-4952.174665	-4808.229622	-149.932915	0.233914	0.247470	0.347695	0.170921	0.045041	0.165088	0.817609	0.022973	0.015236	0.139000
117630	-4950.278955	-4810.605762	-145.661064	0.233914	0.247470	0.347695	0.170921	0.045041	0.165088	0.817609	0.022973	0.015236	0.139000
117640	-4948.564918	-4808.841595	-145.661339	0.233914	0.247470	0.347695	0.170921	0.053115	0.165088	0.825618	0.022973	0.009124	0.139000
117650	-4950.720214	-4806.901869	-149.756361	0.233914	0.247470	0.347695	0.170921	0.053115	0.165088	0.825618	0.022973	0.009124	0.139000
117660	-4945.155629	-4803.290160	-147.815011	0.223987	0.235603	0.358769	0.181641	0.053115	0.165088	0.825618	0.022973	0.006819	0.139000
117670	-4954.892985	-4814.060014	-146.782513	0.223987	0.235603	0.358769	0.181641	0.053115	0.165088	0.825618	0.022973	0.006819	0.139000
117680	-4953.256639	-4813.052614	-146.200007	0.223987	0.235603	0.358769	0.181641	0.053115	0.165088	0.825618	0.013685	0.006819	0.139000
117690	-4954.014119	-4813.688139	-146.332258	0.211551	0.270899	0.352158	0.165392	0.053115	0.165088	0.825618	0.011626	0.006819	0.139000
117700	-4957.378768	-4816.901390	-146.483657	0.241352	0.214701	0.372962	0.170985	0.053115	0.165088	0.825618	0.011626	0.006819	0.139000
117710	-4959.095541	-4818.516087	-146.483657	0.224523	0.232399	0.390474	0.152604	0.053115	0.165088	0.825618	0.011626	0.006568	0.159666
117720	-4959.735977	-4817.710903	-147.921838	0.241012	0.249833	0.361061	0.148095	0.053115	0.165088	0.825618	0.013113	0.006568	0.159666
117730	-4953.129015	-4805.689307	-153.336472	0.231584	0.240947	0.367612	0.159857	0.053115	0.165088	0.825618	0.013113	0.006568	0.159666
117740	-4950.085371	-4801.901812	-153.890451	0.231584	0.240947	0.367612	0.159857	0.053115	0.165088	0.825618	0.026755	0.004617	0.185950
117750	-4948.206293	-4800.476254	-153.586185	0.240857	0.222624	0.364382	0.172137	0.053115	0.163522	0.825618	0.026755	0.004617	0.157665
117760	-4946.602739	-4797.766979	-154.691906	0.236144	0.229161	0.375212	0.159482	0.053115	0.163522	0.825618	0.026755	0.004617	0.157665
117770	-4945.091315	-4796.565407	-154.374207	0.236144	0.229161	0.375212	0.159482	0.053115	0.163522	0.825618	0.026755	0.006187	0.157665
117780	-4945.990612	-4795.199707	-156.876187	0.236144	0.229161	0.375212	0.159482	0.053115	0.163522	0.783123	0.021854	0.006187	0.157665
117790	-4948.592089	-4797.988283	-156.837185	0.236144	0.229161	0.375212	0.159482	0.054149	0.124415	0.783123	0.027227	0.003793	0.163137
117800	-4950.195196	-4799.656263	-156.827810	0.240448	0.209412	0.381049	0.169090	0.054149	0.126508	0.783123	0.027227	0.002203	0.151535
117810	-4949.669397	-4799.130464	-156.827810	0.246226	0.217967	0.352366	0.183441	0.054149	0.126508	0.783123	0.027227	0.002203	0.151535
117820	-4949.990519	-4801.090039	-155.189357	0.246226	0.217967	0.352366	0.183441	0.054149	0.126508	0.783123	0.027227	0.002203	0.151535
117830	-4948.918683	-4800.159641	-154.961551	0.237730	0.223546	0.345349	0.193375	0.054149	0.126508	0.783123	0.019822	0.001663	0.176753
117840	-4945.570882	-4795.893942	-155.879949	0.240023	0.222523	0.364737	0.172718	0.054149	0.126508	0.783123	0.019822	0.001563	0.176753
117850	-4944.304305	-4796.842141	-153.675067	0.228713	0.218152	0.380774	0.172361	0.054149	0.126508	0.783123	0.016205	0.003202	0.176753
117860	-4946.741716	-4799.290094	-153.674833	0.228713	0.218152	0.380774	0.172361	0.050361	0.126508	0.783123	0.017932	0.003202	0.176753
117870	-4950.960665	-4802.684229	-153.905642	0.229833	0.221034	0.355663	0.193470	0.050361	0.245053	0.783123	0.018188	0.003202	0.176753
117880	-4955.691213	-4805.271803	-156.236417	0.253345	0.249247	0.338606	0.158803	0.050361	0.245053	0.783123	0.018188	0.001499	0.140896
117890	-4950.114212	-4799.912969	-156.377644	0.253345	0.249247	0.338606	0.158803	0.050361	0.173174	0.783123	0.018188	0.001499	0.140896
117900	-4951.327618	-4801.130437	-156.349811	0.248605	0.252438	0.352058	0.146898	0.050361	0.173174	0.783123	0.018188	0.001538	0.145611
117910	-4946.531538	-4798.092097	-154.513813	0.235285	0.235749	0.348189	0.180778	0.066012	0.173174	0.783123	0.018188	0.001538	0.145611
117920	-4949.077436	-4801.381747	-153.764618	0.232833	0.220574	0.381524	0.165069	0.066012	0.173174	0.783123	0.018188	0.002627	0.145611
117930	-4950.056069	-4801.071781	-155.053216	0.232833	0.220574	0.381524	0.165069	0.066012	0.173174	0.783123	0.018188	0.002627	0.145611
117940	-4950.168676	-4800.099846	-156.103459	0.232833	0.220574	0.381524	0.165069	0.066012	0.173174	0.783123	0.024204	0.003471	0.145611
117950	-4956.095126	-4800.359308	-161.770447	0.219280	0.262444	0.346388	0.171889	0.066012	0.173174	0.783123	0.024204	0.003471	0.145611
117960	-4952.300761	-4796.568748	-161.767253	0.218562	0.241208	0.368009	0.172221	0.066012	0.173174	0.783123	0.024204	0.003349	0.145611
117970	-4948.547854	-4793.248702	-161.364615	0.218562	0.241208	0.368009	0.172221	0.066012	0.173174	0.783123	0.018159	0.003349	0.145611
117980	-4950.400581	-4794.632539	-161.239526	0.219252	0.264526	0.339467	0.176756	0.066012	0.173174	0.905129	0.016397	0.001901	0.145611
117990	-4951.589598	-4795.750398	-160.955800	0.219252	0.264526	0.339467	0.176756	0.066012	0.173174	0.905129	0.016397	0.003973	0.214516
118000	-4950.784786	-4794.942108	-160.940801	0.206812	0.268656	0.371512	0.153020	0.069708	0.173174	0.905129	0.016397	0.003973	0.214516
118010	-4954.507331	-4797.139328	-162.451425	0.205958	0.273898	0.362073	0.158070	0.069708	0.173174	0.905129	0.016397	0.006913	0.214516
118020	-4949.615575	-4792.337643	-162.451425	0.208361	0.238482	0.374667	0.178490	0.069708	0.247547	0.905129	0.019127	0.006671	0.119641
118030	-4948.908949	-4793.250333	-161.400353	0.208361	0.238482	0.374667	0.178490	0.069708	0.247547	0.794161	0.019127	0.003991	0.119641
118040	-4950.572873	-4794.954134	-161.416448	0.229467	0.240624	0.367575	0.162335	0.069708	0.243258	0.794161	0.012222	0.003991	0.119641
118050	-4950.972796	-4794.346816	-162.423688	0.229467	0.240624	0.367575	0.162335	0.069708	0.243258	0.794161	0.012222	0.003991	0.119641
118060	-4947.842267	-4790.218302	-161.052349	0.229467	0.240624	0.367575	0.162335	0.069708	0.243258	1.219545	0.019021	0.002549	0.162764
118070	-4953.036967	-4795.413951	-161.052349	0.204102	0.270027	0.336378	0.189493	0.069708	0.243258	1.219545	0.019021	0.002360	0.162764
118080	-4955.550789	-4797.768379	-161.211742	0.237771	0.269627	0.314909	0.177693	0.069708	0.243258	1.219545	0.019021	0.002360	0.162764
118090	-4950.047428	-4792.179731	-160.738441	0.216279	0.263114	0.354682	0.165926	0.110599	0.243258	1.219545	0.019021	0.002761	0.233189
118100	-4949.913040	-4791.015635	-162.124770	0.208647	0.241672	0.375458	0.174223	0.067015	0.215025	1.219545	0.019021	0.003254	0.233189
118110	-4950.040121	-4790.621312	-162.560223	0.201521	0.250837	0.375073	0.172569	0.084205	0.215025	1.219545	0.019021	0.003254	0.233189
118120	-4951.436295	-4791.680143	-162.853585	0.203104	0.227537	0.397640	0.171719	0.084205	0.215025	1.219545	0.027408	0.003663	0.233189
118130	-4955.629868	-4795.862585	-162.853585	0.223828	0.196617	0.398421	0.181133	0.084205	0.215025	1.219545	0.027408	0.005890	0.233189
118140	-4954.132263	-4792.732111	-164.456855	0.224397	0.200338	0.393190	0.182074	0.090103	0.215025	1.219545	0.027408	0.005911	0.233189
118150	-4954.959731	-4791.196249	-166.775183	0.224397	0.200338	0.393190	0.182074	0.090103	0.215025	1.219545	0.036409	0.005911	0.233189
118160	-4960.076987	-4795.871297	-167.148847	0.224397	0.200338	0.393190	0.182074	0.090103	0.237732	1.219545	0.021526	0.011795	0.233189
118170	-4951.281082	-4791.161375	-163.017050	0.224397	0.200338	0.393190	0.182074	0.099090	0.237732	1.219545	0.027254	0.006243	0.233189
118180	-4951.199495	-4791.458022	-163.021420	0.206271	0.230921	0.389139	0.173670	0.099090	0.237732	1.219545	0.027254	0.008656	0.154255
118190	-4957.740889	-4798.170841	-163.021420	0.206571	0.270340	0.340125	0.182963	0.099090	0.237732	1.219545	0.027254	0.008656	0.119970
118200	-4957.447142	-4799.304941	-161.644752	0.206571	0.270340	0.340125	0.182963	0.099090	0.237732	1.219545	0.017018	0.008656	0.119970
118210	-4956.227856	-4799.575864	-162.315606	0.206571	0.270340	0.340125	0.182963	0.099090	0.237732	0.786470	0.017881	0.008656	0.119970
118220	-4957.444995	-4801.293167	-161.826020	0.222317	0.260191	0.356143	0.161348	0.099090	0.237732	0.786470	0.017881	0.006540	0.119970
118230	-4958.167665	-4802.695500	-161.146357	0.226081	0.260705	0.337689	0.175525	0.099090	0.237732	0.786470	0.017881	0.006540	0.119970
118240	-4959.742892	-4803.461022	-161.971784	0.215822	0.247847	0.350361	0.185970	0.099090	0.234588	0.786470	0.017881	0.006540	0.119970
118250	-4959.037431	-4802.076941	-162.545536	0.212965	0.227009	0.364196	0.195829	0.083818	0.234588	0.786470	0.023834	0.006228	0.150575
118260	-4958.031122	-4799.777862	-163.856748	0.211139	0.239416	0.345563	0.203882	0.083818	0.234588	0.786470	0.020146	0.006228	0.150575
118270	-4953.445524	-4797.592551	-161.446101	0.214270	0.254316	0.340213	0.191200	0.083818	0.234588	0.786470	0.020146	0.008300	0.150575
118280	-4954.609959	-4797.664064	-161.460990	0.214270	0.254316	0.340213	0.191200	0.083818	0.234588	1.006050	0.016172	0.008300	0.150575
118290	-4955.295108	-4797.272025	-162.538177	0.214270	0.254316	0.340213	0.191200	0.083818	0.234588	1.006050	0.016172	0.008300	0.150575
118300	-4957.322587	-4799.203460	-162.634221	0.218832	0.265530	0.335040	0.180598	0.083818	0.234588	1.006050	0.016172	0.008300	0.150575
118310	-4963.422761	-4800.210744	-167.326877	0.218480	0.249376	0.339399	0.192745	0.083818	0.234588	1.006050	0.025408	0.004730	0.224955
118320	-4961.207207	-4796.861040	-168.691330	0.210268	0.264258	0.363341	0.162134	0.083818	0.234588	1.006050	0.025408	0.004730	0.178895
118330	-4958.938832	-4793.691089	-168.884419	0.220397	0.242137	0.381665	0.155800	0.083818	0.234588	1.151826	0.021330	0.004730	0.178895
118340	-4959.507197	-4794.264776	-168.881995	0.220397	0.242137	0.381665	0.155800	0.083818	0.234588	1.151826	0.021906	0.003575	0.178895
118350	-4961.946887	-4796.280759	-169.302356	0.220397	0.242137	0.381665	0.155800	0.083818	0.234588	1.151826	0.021906	0.004244	0.178895
118360	-4961.175401	-4795.478194	-169.302356	0.218623	0.238202	0.381459	0.161715	0.083818	0.234588	1.151826	0.028294	0.004072	0.178895
118370	-4960.001697	-4794.951441	-168.640517	0.226848	0.237372	0.368654	0.167125	0.083818	0.234588	1.151826	0.028294	0.007049	0.178895
118380	-4958.881360	-4796.198653	-165.985825	0.226848	0.237372	0.368654	0.167125	0.091643	0.264182	1.171377	0.028294	0.007508	0.178895
118390	-4959.609910	-4795.560319	-167.352708	0.226848	0.237372	0.368654	0.167125	0.091643	0.264182	1.171377	0.028294	0.007508	0.178895
118400	-4961.169224	-4798.203976	-166.731702	0.226848	0.237372	0.368654	0.167125	0.064725	0.193251	1.171377	0.028294	0.008316	0.183268
118410	-4968.325973	-4803.642368	-168.471137	0.218490	0.215121	0.391699	0.174690	0.064725	0.193251	1.171377	0.026421	0.005974	0.183268
118420	-4966.104480	-4802.059702	-167.640176	0.218361	0.217934	0.377652	0.186053	0.095282	0.201121	1.171377	0.026421	0.005974	0.183268
118430	-4966.653141	-4804.160478	-166.172818	0.218361	0.217934	0.377652	0.186053	0.073188	0.201121	1.171377	0.027639	0.009897	0.183268
118440	-4966.573417	-4804.172258	-166.031705	0.228903	0.246168	0.334860	0.190069	0.087131	0.201121	1.171377	0.027639	0.005876	0.183268
118450	-4964.560727	-4801.473778	-165.902897	0.215974	0.244436	0.350661	0.188929	0.087131	0.335964	1.171377	0.025779	0.007013	0.212067
118460	-4966.850641	-4804.930651	-164.561358	0.242028	0.232268	0.352055	0.173649	0.087131	0.335964	1.171377	0.026022	0.007013	0.246741
118470	-4972.805640	-4807.550530	-167.046156	0.231050	0.225223	0.356283	0.187443	0.109654	0.335964	1.318919	0.026022	0.007013	0.246741
