Iteration	Posterior	Likelihood	Tree Prior	Pi[0]	Pi[1]	Pi[2]	Pi[3]	AC	AG	AT	CG	CT	GT
64460	-4966.638060	-4817.611658	-157.704956	0.204662	0.222907	0.395690	0.176741	0.035149	0.106047	0.454260	0.004101	0.000280	0.066974
64470	-4965.671137	-4816.003243	-158.213036	0.200982	0.229125	0.385509	0.184384	0.035149	0.106047	0.480804	0.004101	0.000418	0.066974
64480	-4961.447089	-4812.449540	-157.524053	0.224555	0.222784	0.364419	0.188242	0.035149	0.106047	0.480804	0.007829	0.000418	0.066974
64490	-4964.039004	-4814.541265	-158.024243	0.224555	0.222784	0.364419	0.188242	0.035149	0.106047	0.480804	0.007829	0.000418	0.066974
64500	-4962.986409	-4816.626408	-154.886505	0.242059	0.240522	0.355238	0.162181	0.035149	0.106047	0.480804	0.007829	0.000418	0.066974
64510	-4962.142601	-4814.264052	-156.839788	0.242059	0.240522	0.355238	0.162181	0.024554	0.106047	0.404302	0.007829	0.000299	0.067243
64520	-4955.673710	-4809.563636	-155.071314	0.212522	0.239352	0.362673	0.185454	0.024554	0.106047	0.404302	0.007829	0.000299	0.067243
64530	-4954.511616	-4809.189181	-154.283675	0.216944	0.242747	0.355842	0.184467	0.024554	0.106047	0.404302	0.007829	0.000299	0.067243
64540	-4956.995747	-4811.772805	-154.178426	0.215149	0.252283	0.338087	0.194481	0.024554	0.106047	0.404302	0.008940	0.000338	0.067243
64550	-4956.461571	-4811.239481	-154.178426	0.215149	0.252283	0.338087	0.194481	0.024554	0.106047	0.404302	0.008940	0.000168	0.067243
64560	-4955.542356	-4810.729031	-153.751993	0.215149	0.252283	0.338087	0.194481	0.024554	0.109581	0.404302	0.008940	0.000168	0.067243
64570	-4953.564771	-4808.866101	-153.690129	0.228168	0.242175	0.343307	0.186350	0.024554	0.109581	0.404302	0.008891	0.000168	0.056734
64580	-4951.760959	-4807.914862	-152.811120	0.223584	0.236592	0.356547	0.183277	0.032575	0.109581	0.404302	0.006157	0.000168	0.056734
64590	-4951.352839	-4807.160636	-153.186517	0.223584	0.236592	0.356547	0.183277	0.031395	0.109581	0.399623	0.006157	0.000168	0.056734
64600	-4951.157058	-4809.904932	-150.352474	0.223584	0.236592	0.356547	0.183277	0.036523	0.115278	0.376702	0.006157	0.000206	0.047586
64610	-4949.732076	-4810.316888	-148.475968	0.223584	0.236592	0.356547	0.183277	0.036523	0.115278	0.384616	0.006157	0.000206	0.047586
64620	-4949.952870	-4810.677182	-148.458458	0.223584	0.236592	0.356547	0.183277	0.036523	0.090880	0.384616	0.006157	0.000206	0.047586
64630	-4953.241038	-4813.964349	-148.459459	0.233964	0.229500	0.346425	0.190110	0.036523	0.090880	0.384616	0.006157	0.000206	0.047586
64640	-4956.761652	-4817.481094	-148.473628	0.215865	0.225220	0.358144	0.200772	0.036523	0.088691	0.384616	0.006157	0.000335	0.047586
64650	-4952.579331	-4813.160895	-148.617981	0.215865	0.225220	0.358144	0.200772	0.036523	0.088691	0.384616	0.004862	0.000335	0.047586
64660	-4954.121683	-4812.966358	-150.505637	0.230811	0.239770	0.340341	0.189078	0.036523	0.088691	0.354097	0.004862	0.000700	0.047586
64670	-4958.900589	-4817.143391	-151.110918	0.219782	0.259994	0.352709	0.167515	0.035141	0.088691	0.354097	0.005693	0.000569	0.047586
64680	-4955.155220	-4813.746818	-150.762122	0.216584	0.247925	0.364524	0.170967	0.035141	0.088691	0.354097	0.005693	0.000569	0.047586
64690	-4954.346410	-4812.941141	-150.760361	0.209118	0.241570	0.350618	0.198693	0.035141	0.088691	0.354097	0.005693	0.000295	0.047586
64700	-4957.499028	-4814.621174	-152.232946	0.209118	0.241570	0.350618	0.198693	0.035141	0.088691	0.354097	0.005693	0.000295	0.047586
64710	-4952.066553	-4808.828231	-152.593413	0.209118	0.241570	0.350618	0.198693	0.035141	0.088691	0.354097	0.005693	0.000295	0.047586
64720	-4950.943784	-4807.810175	-152.587886	0.228009	0.228576	0.356179	0.187236	0.015304	0.088691	0.354097	0.005693	0.000295	0.047586
64730	-4952.123640	-4809.049315	-152.528603	0.228009	0.228576	0.356179	0.187236	0.015304	0.088691	0.354097	0.005693	0.000295	0.047586
64740	-4953.338636	-4810.376461	-152.529485	0.228009	0.228576	0.356179	0.187236	0.015304	0.066084	0.354097	0.005693	0.000295	0.047586
64750	-4944.779565	-4805.668491	-149.382894	0.228009	0.228576	0.356179	0.187236	0.017721	0.058405	0.219200	0.005072	0.000174	0.047586
64760	-4947.553904	-4809.156878	-148.672127	0.228009	0.228576	0.356179	0.187236	0.017721	0.058405	0.219200	0.004293	0.000296	0.047586
64770	-4951.496517	-4814.396209	-147.375409	0.241814	0.238397	0.339230	0.180560	0.017721	0.058405	0.219200	0.004293	0.000296	0.047586
64780	-4953.289147	-4816.584828	-146.989415	0.241814	0.238397	0.339230	0.180560	0.017721	0.058405	0.219200	0.007490	0.000136	0.042551
64790	-4951.107691	-4814.640357	-146.765403	0.241814	0.238397	0.339230	0.180560	0.017721	0.058405	0.219200	0.004898	0.000133	0.042551
64800	-4951.007305	-4814.297187	-146.700988	0.241814	0.238397	0.339230	0.180560	0.016301	0.062903	0.273313	0.004276	0.000133	0.047422
64810	-4952.955978	-4815.380286	-147.606767	0.241814	0.238397	0.339230	0.180560	0.018634	0.062903	0.273313	0.004276	0.000133	0.037048
64820	-4954.521927	-4816.585319	-147.945723	0.241814	0.238397	0.339230	0.180560	0.018634	0.062903	0.273313	0.007485	0.000409	0.037954
64830	-4952.755504	-4814.823914	-147.941355	0.241814	0.238397	0.339230	0.180560	0.018634	0.062903	0.273313	0.007485	0.000279	0.037954
64840	-4956.836712	-4818.534082	-148.203126	0.215327	0.277511	0.331735	0.175427	0.018634	0.062903	0.273313	0.007485	0.000136	0.059951
64850	-4960.102202	-4821.437276	-148.523422	0.215327	0.277511	0.331735	0.175427	0.018634	0.071369	0.273313	0.007485	0.000070	0.059951
64860	-4960.699225	-4820.768515	-149.865831	0.215327	0.277511	0.331735	0.175427	0.018634	0.055919	0.273313	0.007485	0.000195	0.059951
64870	-4960.556380	-4820.965246	-149.575538	0.215327	0.277511	0.331735	0.175427	0.021787	0.055919	0.273313	0.007485	0.000195	0.046941
64880	-4960.921458	-4821.168891	-149.736381	0.215327	0.277511	0.331735	0.175427	0.021787	0.055919	0.273313	0.007485	0.000313	0.046941
64890	-4957.048013	-4816.196282	-150.742318	0.193596	0.266563	0.367971	0.171870	0.021787	0.078731	0.273313	0.003318	0.000313	0.046941
64900	-4953.945796	-4811.520278	-152.303719	0.214030	0.266790	0.336158	0.183022	0.021787	0.078731	0.273313	0.005796	0.000313	0.046941
64910	-4951.304991	-4809.383333	-151.668859	0.214030	0.266790	0.336158	0.183022	0.021787	0.078731	0.297483	0.007825	0.000313	0.046941
64920	-4954.441602	-4810.850612	-153.351393	0.214030	0.266790	0.336158	0.183022	0.021787	0.078731	0.297483	0.005184	0.000313	0.046941
64930	-4953.424849	-4810.077294	-153.107957	0.214030	0.266790	0.336158	0.183022	0.021787	0.078731	0.297483	0.005184	0.000313	0.046941
64940	-4952.646471	-4809.290284	-153.105286	0.223910	0.251422	0.353828	0.170840	0.021787	0.078731	0.297483	0.007445	0.000313	0.046941
64950	-4953.867957	-4810.485593	-153.131462	0.223910	0.251422	0.353828	0.170840	0.021787	0.078731	0.297483	0.007445	0.000313	0.046941
64960	-4952.930104	-4810.517724	-152.253737	0.224853	0.253534	0.330186	0.191428	0.021787	0.060280	0.297483	0.007445	0.000313	0.046941
64970	-4949.268730	-4808.279913	-150.849852	0.209519	0.233395	0.374667	0.182419	0.021787	0.060280	0.297483	0.003509	0.000313	0.046941
64980	-4953.856308	-4815.442883	-148.274461	0.209519	0.233395	0.374667	0.182419	0.021787	0.060280	0.297483	0.003509	0.000313	0.046941
64990	-4948.238165	-4808.736678	-149.264094	0.209519	0.233395	0.374667	0.182419	0.025460	0.072369	0.300470	0.004181	0.000578	0.046941
65000	-4948.340658	-4809.432882	-148.670978	0.209519	0.233395	0.374667	0.182419	0.025460	0.072369	0.300470	0.004181	0.000460	0.046941
65010	-4948.847258	-4809.903270	-148.663693	0.209519	0.233395	0.374667	0.182419	0.025460	0.072369	0.300470	0.004181	0.000460	0.055640
65020	-4950.651620	-4810.308348	-150.104197	0.209519	0.233395	0.374667	0.182419	0.025460	0.064303	0.300470	0.004181	0.000282	0.055640
65030	-4951.939779	-4814.239416	-147.459013	0.209519	0.233395	0.374667	0.182419	0.025460	0.064303	0.300470	0.004602	0.000316	0.055640
65040	-4951.485681	-4813.649685	-147.611386	0.206383	0.241308	0.366431	0.185878	0.025460	0.064303	0.300470	0.004602	0.000184	0.052425
65050	-4949.260568	-4809.544162	-149.491795	0.199449	0.247076	0.375497	0.177979	0.025460	0.064303	0.300470	0.004602	0.000184	0.052425
65060	-4954.520752	-4812.492221	-151.813978	0.213464	0.282073	0.324368	0.180095	0.023217	0.064303	0.300470	0.004602	0.000416	0.052425
65070	-4951.559972	-4812.333292	-148.949943	0.238441	0.238820	0.333991	0.188748	0.023217	0.064303	0.300470	0.005746	0.000416	0.063717
65080	-4954.220094	-4814.988380	-148.955710	0.243341	0.221723	0.343375	0.191561	0.023217	0.064303	0.300470	0.005746	0.000269	0.063717
65090	-4954.240171	-4818.348850	-145.670743	0.243341	0.221723	0.343375	0.191561	0.023217	0.064303	0.300470	0.006086	0.000392	0.052169
65100	-4955.738634	-4818.406434	-147.111622	0.243341	0.221723	0.343375	0.191561	0.023217	0.064303	0.300470	0.006086	0.000392	0.052169
65110	-4958.520467	-4822.848083	-145.320649	0.254503	0.248413	0.319619	0.177464	0.019783	0.064303	0.300470	0.006086	0.000392	0.081834
65120	-4958.005927	-4822.222714	-145.429718	0.244343	0.244770	0.334628	0.176258	0.019783	0.064303	0.300470	0.006086	0.000744	0.081834
65130	-4949.427386	-4819.934437	-139.142998	0.244343	0.244770	0.334628	0.176258	0.020539	0.064303	0.300470	0.006086	0.000744	0.080369
65140	-4951.065420	-4822.708238	-138.016567	0.224787	0.245286	0.352688	0.177239	0.018672	0.064303	0.300470	0.006086	0.000744	0.080369
65150	-4952.669141	-4825.842155	-136.719539	0.223251	0.257668	0.337315	0.181766	0.018672	0.064303	0.300470	0.004798	0.000744	0.035024
65160	-4959.162182	-4832.186965	-136.753953	0.223251	0.257668	0.337315	0.181766	0.018672	0.064303	0.300470	0.003221	0.000744	0.059365
65170	-4959.596748	-4833.322399	-136.089784	0.221531	0.265570	0.352004	0.160896	0.019957	0.055623	0.300470	0.003221	0.000798	0.059365
65180	-4958.638130	-4830.939677	-137.513944	0.221531	0.265570	0.352004	0.160896	0.019957	0.055623	0.300470	0.003221	0.000787	0.059365
65190	-4957.819189	-4831.046872	-136.587809	0.221531	0.265570	0.352004	0.160896	0.019957	0.055623	0.300470	0.003221	0.000787	0.059365
65200	-4954.586182	-4828.183525	-136.218147	0.221531	0.265570	0.352004	0.160896	0.019957	0.055623	0.300470	0.003221	0.000787	0.059365
65210	-4956.503282	-4830.096240	-136.218147	0.222705	0.256867	0.329610	0.190817	0.020447	0.055623	0.300470	0.003221	0.001175	0.059365
65220	-4953.349278	-4828.722920	-134.455579	0.247783	0.224927	0.347867	0.179423	0.020447	0.055623	0.300470	0.003221	0.001175	0.055741
65230	-4955.567625	-4826.452900	-138.943946	0.222243	0.224350	0.369016	0.184392	0.020447	0.055623	0.300470	0.003221	0.001175	0.055741
65240	-4953.652870	-4824.448848	-138.942974	0.222243	0.224350	0.369016	0.184392	0.020447	0.073677	0.300470	0.003221	0.001175	0.055741
65250	-4956.826378	-4825.890671	-140.674660	0.206540	0.267383	0.340714	0.185363	0.020447	0.073677	0.300470	0.003221	0.001175	0.055741
65260	-4955.275093	-4824.071168	-140.932506	0.228266	0.255429	0.332655	0.183650	0.020447	0.073677	0.300470	0.005295	0.001175	0.055741
65270	-4955.117902	-4824.987670	-139.858813	0.228266	0.255429	0.332655	0.183650	0.020447	0.073677	0.300470	0.005295	0.001175	0.055741
65280	-4951.641656	-4819.167730	-142.162549	0.228266	0.255429	0.332655	0.183650	0.028438	0.073677	0.300470	0.005295	0.001175	0.055741
65290	-4950.584937	-4817.711636	-142.170600	0.223630	0.247866	0.344744	0.183760	0.028438	0.073677	0.378735	0.005295	0.001175	0.055741
65300	-4951.015615	-4817.458771	-142.966124	0.223630	0.247866	0.344744	0.183760	0.028438	0.073677	0.356339	0.005295	0.001175	0.055741
65310	-4954.487981	-4820.465412	-143.431849	0.228453	0.234325	0.370913	0.166309	0.028438	0.073677	0.356339	0.005295	0.001175	0.055741
65320	-4958.593577	-4825.639520	-142.363337	0.202410	0.211705	0.395198	0.190688	0.028438	0.073677	0.356339	0.005295	0.001175	0.055741
65330	-4954.324289	-4821.280036	-142.490806	0.211429	0.245663	0.349763	0.193145	0.027487	0.073677	0.356339	0.003899	0.001175	0.050634
65340	-4959.036351	-4825.822347	-142.495728	0.205346	0.275518	0.352989	0.166147	0.027487	0.102980	0.356339	0.007562	0.001175	0.050634
65350	-4958.854257	-4823.869315	-143.354183	0.210877	0.252012	0.373269	0.163843	0.027487	0.102980	0.538678	0.007742	0.001152	0.050634
65360	-4958.904301	-4821.500132	-145.773409	0.210877	0.252012	0.373269	0.163843	0.027487	0.102980	0.538678	0.007742	0.001152	0.050634
65370	-4957.524479	-4822.166255	-143.727465	0.222234	0.241027	0.359253	0.177487	0.027487	0.102980	0.538678	0.007742	0.001152	0.050634
65380	-4957.091937	-4822.670747	-142.778197	0.222234	0.241027	0.359253	0.177487	0.027487	0.102980	0.538678	0.010189	0.001152	0.050634
65390	-4954.452551	-4819.794283	-142.841827	0.222234	0.241027	0.359253	0.177487	0.027487	0.102980	0.538678	0.010189	0.001152	0.085324
65400	-4957.170466	-4819.310740	-146.043284	0.222234	0.241027	0.359253	0.177487	0.027487	0.102980	0.538678	0.010189	0.001152	0.085324
65410	-4956.510355	-4819.459886	-145.230137	0.222234	0.241027	0.359253	0.177487	0.027487	0.102980	0.538678	0.009533	0.002587	0.085324
65420	-4956.405010	-4818.282265	-146.302414	0.231202	0.239699	0.339729	0.189370	0.027487	0.102980	0.538678	0.009533	0.002587	0.085324
65430	-4956.715319	-4818.509406	-146.342690	0.244751	0.230324	0.351692	0.173232	0.027487	0.102980	0.538678	0.009533	0.002587	0.093902
65440	-4955.802736	-4816.868248	-147.061446	0.239933	0.246910	0.335025	0.178131	0.027487	0.102980	0.538678	0.011107	0.002976	0.093902
65450	-4955.085190	-4816.566142	-146.641316	0.239933	0.246910	0.335025	0.178131	0.027487	0.102980	0.538678	0.011107	0.003914	0.093902
65460	-4955.021906	-4816.451650	-146.692523	0.231146	0.236431	0.343642	0.188782	0.027487	0.102980	0.538678	0.011107	0.003914	0.093902
65470	-4954.791423	-4816.251397	-146.663679	0.231146	0.236431	0.343642	0.188782	0.027487	0.102980	0.538678	0.011370	0.003374	0.093902
65480	-4959.546784	-4818.148673	-149.521764	0.243654	0.264017	0.326089	0.166241	0.027487	0.102980	0.538678	0.011370	0.003374	0.093902
65490	-4957.122415	-4816.974258	-148.392205	0.243654	0.264017	0.326089	0.166241	0.027487	0.102980	0.538678	0.011370	0.002501	0.070696
65500	-4953.799063	-4812.950097	-149.118290	0.235219	0.259228	0.333880	0.171673	0.027487	0.102980	0.538678	0.007136	0.001680	0.070696
65510	-4952.026809	-4811.145817	-149.117020	0.213697	0.260925	0.342022	0.183357	0.027487	0.102980	0.538678	0.010350	0.001125	0.074696
65520	-4956.828865	-4815.999406	-149.067097	0.209990	0.265828	0.342664	0.181518	0.027487	0.102980	0.538678	0.010350	0.000803	0.074696
65530	-4955.971928	-4814.385341	-150.007254	0.209990	0.265828	0.342664	0.181518	0.027487	0.102980	0.493002	0.010350	0.000803	0.083765
65540	-4960.363405	-4818.773138	-150.029669	0.233967	0.270814	0.324483	0.170736	0.027487	0.102980	0.493002	0.010350	0.000803	0.080019
65550	-4957.240334	-4816.675924	-149.026547	0.235566	0.266042	0.340230	0.158162	0.027487	0.102980	0.493002	0.005875	0.000731	0.080019
65560	-4958.679280	-4818.097780	-149.026547	0.235566	0.266042	0.340230	0.158162	0.027487	0.102980	0.493002	0.009133	0.000892	0.080019
65570	-4958.262179	-4819.645409	-147.061816	0.214507	0.270723	0.323737	0.191034	0.027487	0.102980	0.493002	0.009133	0.000892	0.080019
65580	-4960.820426	-4822.514521	-146.800971	0.214507	0.270723	0.323737	0.191034	0.036337	0.084126	0.493002	0.009133	0.000892	0.080019
65590	-4963.188581	-4824.625427	-147.058220	0.214507	0.270723	0.323737	0.191034	0.036337	0.084126	0.493002	0.009133	0.000892	0.080019
65600	-4966.023162	-4827.262941	-147.268006	0.193959	0.215909	0.396854	0.193279	0.036337	0.084126	0.490448	0.009133	0.000902	0.080019
65610	-4961.682246	-4822.544859	-147.614744	0.188603	0.240025	0.399381	0.171991	0.040139	0.084126	0.490448	0.006349	0.000711	0.085277
65620	-4963.015823	-4821.143386	-150.303281	0.184211	0.246274	0.392195	0.177320	0.040139	0.093429	0.490448	0.006349	0.000711	0.085277
65630	-4960.189841	-4817.751793	-150.303009	0.198269	0.246114	0.373901	0.181716	0.041060	0.087980	0.606795	0.007705	0.000711	0.085277
65640	-4962.325958	-4819.819025	-150.371894	0.222659	0.249015	0.338466	0.189860	0.041060	0.087980	0.606795	0.007705	0.000711	0.085277
65650	-4963.968313	-4818.379268	-153.455554	0.256279	0.236308	0.334095	0.173318	0.041060	0.087980	0.606795	0.007705	0.000402	0.085277
65660	-4964.475406	-4818.425457	-153.461243	0.246711	0.216260	0.370826	0.166203	0.041060	0.166057	0.606795	0.020671	0.000402	0.085277
65670	-4961.812190	-4820.110207	-149.106653	0.246711	0.216260	0.370826	0.166203	0.041060	0.166057	0.606795	0.022218	0.000180	0.085277
65680	-4965.754028	-4821.635554	-151.173131	0.246711	0.216260	0.370826	0.166203	0.041060	0.166057	0.606795	0.022218	0.000951	0.154509
65690	-4964.908544	-4820.527077	-151.162886	0.244205	0.231450	0.357848	0.166497	0.041060	0.220618	0.606795	0.022218	0.001038	0.154509
65700	-4964.286497	-4820.232512	-151.331316	0.255645	0.240148	0.314925	0.189282	0.041060	0.121436	0.606795	0.022218	0.001038	0.154509
65710	-4963.779921	-4815.537781	-155.519471	0.251329	0.246603	0.330357	0.171711	0.041060	0.121436	0.606795	0.022218	0.001038	0.154509
65720	-4961.567620	-4813.162857	-155.519861	0.238323	0.255601	0.332862	0.173214	0.047103	0.150254	0.606795	0.019803	0.001038	0.154509
65730	-4966.205274	-4817.013808	-156.306564	0.238323	0.255601	0.332862	0.173214	0.047103	0.150254	0.606795	0.019803	0.001038	0.154509
65740	-4968.682940	-4818.968143	-156.829895	0.238913	0.256903	0.335550	0.168633	0.047103	0.150254	0.606795	0.019803	0.001038	0.154509
65750	-4965.455510	-4815.497712	-157.129922	0.237836	0.264411	0.336287	0.161465	0.037515	0.150254	0.606795	0.011359	0.001177	0.160996
65760	-4963.490154	-4813.808553	-157.116638	0.237836	0.264411	0.336287	0.161465	0.037515	0.144328	0.606795	0.011359	0.002026	0.113490
65770	-4959.892901	-4810.147992	-157.139725	0.227606	0.276606	0.327654	0.168135	0.037515	0.144328	0.606795	0.011359	0.002026	0.121535
65780	-4960.697311	-4813.691421	-154.411966	0.212601	0.288779	0.339991	0.158629	0.037515	0.144328	0.606795	0.011359	0.002026	0.119283
65790	-4960.378527	-4813.369607	-154.414997	0.212601	0.288779	0.339991	0.158629	0.037515	0.144328	0.606795	0.011359	0.002026	0.119283
65800	-4957.506090	-4807.766979	-157.145188	0.212601	0.288779	0.339991	0.158629	0.037515	0.144328	0.606795	0.011359	0.002026	0.119283
65810	-4955.686985	-4804.908822	-158.197213	0.229378	0.283435	0.329232	0.157955	0.037515	0.144328	0.606795	0.008132	0.002659	0.119283
65820	-4957.450393	-4806.407101	-158.459915	0.229378	0.283435	0.329232	0.157955	0.037515	0.144328	0.606795	0.008617	0.002659	0.119283
65830	-4951.593608	-4800.526396	-158.428204	0.218683	0.259994	0.347348	0.173974	0.051355	0.143132	0.606795	0.008617	0.001141	0.119283
65840	-4949.273537	-4794.859693	-161.774835	0.222805	0.258211	0.351749	0.167234	0.051355	0.143132	0.606795	0.008617	0.001141	0.119283
65850	-4948.055523	-4798.727974	-156.801860	0.222805	0.258211	0.351749	0.167234	0.051355	0.121250	0.606795	0.007083	0.001893	0.119283
65860	-4950.805966	-4801.181149	-157.099128	0.222805	0.258211	0.351749	0.167234	0.051355	0.121250	0.606795	0.007083	0.001893	0.119283
65870	-4944.950789	-4795.364427	-157.060673	0.222805	0.258211	0.351749	0.167234	0.051355	0.121250	0.606795	0.007083	0.001893	0.119283
65880	-4949.391298	-4799.367314	-157.122807	0.220425	0.236161	0.371244	0.172170	0.051355	0.195956	0.606795	0.007083	0.002286	0.119283
65890	-4956.467879	-4803.570865	-159.977186	0.248303	0.221562	0.346448	0.183687	0.054491	0.195956	0.606795	0.007083	0.002880	0.119283
65900	-4956.755637	-4800.398938	-163.436871	0.228445	0.211227	0.367869	0.192459	0.054491	0.195956	0.606795	0.007083	0.002880	0.119283
65910	-4953.145432	-4798.286527	-162.064026	0.246862	0.218234	0.360758	0.174146	0.054491	0.170966	0.606795	0.007083	0.002880	0.119283
65920	-4953.641419	-4798.040837	-162.816693	0.226099	0.273725	0.327567	0.172608	0.054491	0.170966	0.606795	0.004885	0.002880	0.119283
65930	-4958.091765	-4805.186409	-160.820500	0.240992	0.261432	0.336584	0.160991	0.054491	0.170966	0.468108	0.004885	0.001761	0.119283
65940	-4955.756631	-4802.003082	-161.778295	0.240992	0.261432	0.336584	0.160991	0.054491	0.145880	0.468108	0.008051	0.001761	0.119283
65950	-4955.177806	-4800.879992	-162.322560	0.225501	0.251326	0.363265	0.159908	0.054491	0.145880	0.468108	0.008051	0.001761	0.119283
65960	-4958.390567	-4805.071202	-161.317787	0.238966	0.215338	0.370045	0.175651	0.054491	0.145880	0.468108	0.008051	0.007025	0.119283
65970	-4955.786399	-4802.503800	-161.284646	0.222546	0.242796	0.352210	0.182448	0.054491	0.145880	0.468108	0.007326	0.007025	0.119283
65980	-4958.010468	-4804.905652	-161.293925	0.222546	0.242796	0.352210	0.182448	0.054491	0.107652	0.468108	0.008141	0.007025	0.119283
65990	-4960.151133	-4803.532044	-163.907903	0.214774	0.269032	0.362310	0.153884	0.054491	0.107652	0.650699	0.009184	0.003451	0.119283
66000	-4961.815671	-4807.050439	-162.049403	0.240917	0.237624	0.368337	0.153122	0.054491	0.107652	0.650699	0.009184	0.004379	0.119283
66010	-4959.909504	-4807.238106	-159.569933	0.240917	0.237624	0.368337	0.153122	0.054491	0.188117	0.650699	0.007177	0.003047	0.119283
66020	-4960.194080	-4804.738227	-162.333275	0.244058	0.220447	0.371356	0.164139	0.054491	0.188117	0.650699	0.011400	0.003047	0.119283
66030	-4955.509382	-4800.512983	-161.833263	0.207818	0.240844	0.365451	0.185888	0.061179	0.188117	0.650699	0.012823	0.003047	0.119283
66040	-4954.228290	-4801.709483	-159.358245	0.220923	0.238527	0.352693	0.187856	0.061179	0.184600	0.650699	0.015826	0.003047	0.119283
66050	-4947.290716	-4794.417549	-159.724144	0.218423	0.234450	0.365620	0.181506	0.061179	0.184600	0.650699	0.013518	0.003047	0.119283
66060	-4948.214958	-4793.738175	-161.327759	0.225666	0.250242	0.356616	0.167476	0.061179	0.184600	0.650699	0.013518	0.003047	0.119283
66070	-4948.230659	-4796.187868	-158.781861	0.225582	0.227394	0.366475	0.180550	0.061179	0.184600	0.650699	0.023274	0.002033	0.132923
66080	-4952.011433	-4799.873660	-158.882949	0.209199	0.253324	0.370575	0.166902	0.061179	0.184600	0.650699	0.022155	0.001930	0.132923
66090	-4953.009041	-4800.875511	-158.835969	0.207591	0.246951	0.344567	0.200890	0.061179	0.184600	0.659246	0.022155	0.001930	0.132923
66100	-4957.793814	-4804.906182	-159.598652	0.237593	0.243922	0.368492	0.149993	0.061179	0.184600	0.659246	0.020439	0.001930	0.132923
66110	-4956.358433	-4804.278053	-159.244354	0.237593	0.243922	0.368492	0.149993	0.039770	0.114645	0.659246	0.009778	0.001930	0.144356
66120	-4950.687531	-4799.438279	-158.673404	0.206801	0.242571	0.383975	0.166653	0.039770	0.114645	0.659246	0.013676	0.005088	0.085265
66130	-4954.044413	-4802.915752	-158.552813	0.206801	0.242571	0.383975	0.166653	0.039770	0.114645	0.659246	0.013676	0.005088	0.085265
66140	-4952.996060	-4805.338176	-155.115508	0.206801	0.242571	0.383975	0.166653	0.039770	0.114645	0.659246	0.009083	0.002986	0.085265
66150	-4950.453069	-4801.958866	-155.945901	0.206801	0.242571	0.383975	0.166653	0.039770	0.114645	0.659246	0.010268	0.002986	0.085265
66160	-4946.302149	-4798.859041	-154.894806	0.206801	0.242571	0.383975	0.166653	0.039770	0.114645	0.659246	0.010268	0.002986	0.085265
66170	-4944.410076	-4797.357188	-154.894806	0.222164	0.243689	0.370874	0.163273	0.039770	0.114645	0.583391	0.008005	0.003061	0.085265
66180	-4949.974976	-4802.030979	-155.785915	0.222164	0.243689	0.370874	0.163273	0.039770	0.114645	0.583391	0.008005	0.003061	0.085265
66190	-4948.029004	-4801.012320	-154.858602	0.222164	0.243689	0.370874	0.163273	0.039770	0.114645	0.583391	0.008005	0.003061	0.085265
66200	-4949.333814	-4804.299552	-153.746431	0.222164	0.243689	0.370874	0.163273	0.039770	0.114645	0.406584	0.009487	0.004337	0.085265
66210	-4945.654530	-4800.854420	-152.705759	0.219611	0.249236	0.368663	0.162490	0.039770	0.114645	0.569025	0.009487	0.003199	0.085265
66220	-4949.801544	-4805.385138	-152.313170	0.203112	0.255684	0.357987	0.183217	0.038646	0.114645	0.569025	0.009487	0.006100	0.085265
66230	-4947.458618	-4803.041219	-152.313170	0.219416	0.253156	0.351521	0.175907	0.038646	0.114645	0.569025	0.009487	0.006298	0.085265
66240	-4946.395802	-4800.722901	-153.539458	0.219416	0.253156	0.351521	0.175907	0.038646	0.114645	0.577514	0.009487	0.003652	0.085265
66250	-4946.956240	-4800.628995	-154.205528	0.219416	0.253156	0.351521	0.175907	0.038646	0.114645	0.577514	0.007142	0.003652	0.085265
66260	-4949.910807	-4802.730416	-155.067525	0.219416	0.253156	0.351521	0.175907	0.038646	0.114645	0.577514	0.007142	0.001882	0.085265
66270	-4949.633591	-4802.189699	-155.281776	0.212427	0.230482	0.365549	0.191542	0.041757	0.114645	0.577514	0.013881	0.001882	0.085265
66280	-4954.654410	-4806.728411	-155.666699	0.224951	0.200392	0.396278	0.178379	0.062067	0.114645	0.577514	0.013881	0.001008	0.085265
66290	-4949.849575	-4802.765257	-154.847260	0.222002	0.233507	0.380403	0.164088	0.062067	0.114645	0.577514	0.009507	0.000934	0.085265
66300	-4951.251281	-4804.501873	-154.490524	0.228602	0.232853	0.366164	0.172382	0.062067	0.114645	0.577514	0.013568	0.001238	0.085265
66310	-4951.695516	-4805.128924	-154.479989	0.228602	0.232853	0.366164	0.172382	0.030627	0.114645	0.577514	0.010552	0.001238	0.085265
66320	-4957.887079	-4807.279766	-158.733542	0.191277	0.273139	0.375111	0.160474	0.030627	0.114645	0.534948	0.010552	0.001238	0.085265
66330	-4956.439160	-4805.442746	-159.018938	0.197011	0.270111	0.356744	0.176134	0.030627	0.114645	0.534948	0.010552	0.001238	0.106006
66340	-4962.396454	-4806.059979	-164.352660	0.204529	0.286273	0.350707	0.158492	0.030627	0.114645	0.534948	0.010552	0.002506	0.106006
66350	-4961.048783	-4805.002719	-164.057577	0.233166	0.268158	0.330953	0.167722	0.030627	0.114645	0.534948	0.011358	0.002634	0.106006
